Chemical formula,A,B,Valence A,Valence B,Radius A [ang],Radius B [ang],Crystal Type,Crystal Type,a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Band gap [eV],Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Vacancy energy [eV/O atom]
UAlO3,U,Al,3,3,1.03,0.54,orthorhombic,3,5.34,5.349,7.54,90,90,90,1.428,-3.392,-0.011,0.6,10.771,4.383
UAsO3,U,As,3,3,1.03,0.58,cubic,0,4.031,4.031,4.031,90,90,90,0,-1.816,0.957,0.657,13.098,1.42
UBO3,U,B,4,2,1.17,0.27,cubic,0,3.585,3.585,3.585,90,90,90,0,-2.116,1.062,0.579,9.215,3.382
UBeO3,U,Be,4,2,1.17,0.45,cubic,0,3.58,3.58,3.58,90,90,90,0,-2.89,0.588,0.4,9.175,2.891
UBiO3,U,Bi,3,3,1.03,1.03,cubic,0,4.346,4.346,4.346,90,90,90,0,-1.527,1.256,0.705,16.421,-
UCaO3,U,Ca,4,2,1.17,1,cubic,0,4.196,4.196,4.196,90,90,90,0,-2.262,1.307,0.409,14.78,-
UCdO3,U,Cd,4,2,1.17,0.95,orthorhombic,3,5.62,6.035,8.278,90,90,90,2.146,-2.6,0.186,0.4,14.039,-0.036
UCeO3,U,Ce,3,3,1.03,1.01,cubic,0,4.547,4.547,4.547,90,90,90,0,-2.258,1.221,0.6,18.799,0.678
UCoO3,U,Co,3,3,1.03,0.61,cubic,0,3.764,3.764,3.764,90,90,90,0,-2.265,0.524,0.675,10.666,-
UCrO3,U,Cr,3,3,1.03,0.62,rhombohedral,2,5.471,5.471,5.471,61.2,61.2,61.2,0.418,-2.959,0.16,1.2,11.898,4.983
UCuO3,U,Cu,4,2,1.17,0.73,rhombohedral,2,5.33,5.33,5.33,63.9,63.9,63.9,0,-2.345,0.276,0.194,11.638,-
UDyO3,U,Dy,3,3,1.03,0.91,cubic,0,4.287,4.287,4.287,90,90,90,0,-2.815,0.829,0.6,15.753,3.396
UErO3,U,Er,3,3,1.03,0.89,cubic,0,4.244,4.244,4.244,90,90,90,0,-2.909,0.758,0.6,15.284,-
UEuO3,U,Eu,3,3,1.03,0.95,cubic,0,4.276,4.276,4.276,90,90,90,0,-2.066,1.584,0.458,15.639,-6.272
UFeO3,U,Fe,3,3,1.03,0.65,cubic,0,3.898,3.898,3.898,90,90,90,0,-2.256,0.644,1.57,11.842,2.177
UGaO3,U,Ga,3,3,1.03,0.62,orthorhombic,3,5.475,5.502,7.862,90,90,90,1.067,-2.75,0.242,0.6,11.842,3.046
UGdO3,U,Gd,3,3,1.03,0.94,cubic,0,4.337,4.337,4.337,90,90,90,0,-2.706,0.909,0.6,16.31,2.735
UGeO3,U,Ge,3,3,1.03,0.63,cubic,0,3.926,3.926,3.926,90,90,90,0,-2.099,0.759,0.693,12.104,2.243
UHfO3,U,Hf,3,3,1.03,0.71,orthorhombic,3,5.629,5.974,8.067,90,90,90,0,-3.25,0.199,0.621,13.562,5.259
UHgO3,U,Hg,4,2,1.17,1.02,orthorhombic,3,5.681,6.135,8.838,90,90,90,1.773,-2.226,0.291,0.4,15.403,-2.345
UHoO3,U,Ho,3,3,1.03,0.9,cubic,0,4.267,4.267,4.267,90,90,90,0,-2.864,0.792,0.6,15.541,-
UInO3,U,In,3,3,1.03,0.8,tetragonal,1,4.062,4.062,4.421,90,90,90,0,-2.182,0.724,0.595,14.588,-
UIrO3,U,Ir,3,3,1.03,0.68,cubic,0,4.003,4.003,4.003,90,90,90,0,-1.678,0.933,0.6,12.83,0.675
ULaO3,U,La,3,3,1.03,1.03,cubic,0,4.576,4.576,4.576,90,90,90,0,-2.388,1.187,0.601,19.16,1.159
ULiO3,U,Li,5,1,0.84,0.76,orthorhombic,3,5.167,5.647,7.359,90,90,90,2.256,-3.047,0.099,0.2,10.735,-2.292
ULuO3,U,Lu,3,3,1.03,0.86,cubic,0,4.181,4.181,4.181,90,90,90,0,-3.039,0.661,0.6,14.615,-
UMgO3,U,Mg,4,2,1.17,0.72,orthorhombic,3,5.348,5.732,7.683,90,90,90,3.156,-3.363,0.107,0.4,11.777,0.9
UMnO3,U,Mn,3,3,1.03,0.65,orthorhombic,3,5.463,5.94,7.879,90,90,90,1.822,-2.991,0.115,1.4,12.781,3.81
UMoO3,U,Mo,3,3,1.03,0.69,cubic,0,4,4,4,90,90,90,0,-2.307,0.631,0.621,12.796,2.262
UNbO3,U,Nb,3,3,1.03,0.72,cubic,0,4.064,4.064,4.064,90,90,90,0,-2.632,0.521,0.662,13.425,3.631
UNdO3,U,Nd,3,3,1.03,0.98,cubic,0,4.463,4.463,4.463,90,90,90,0,-2.423,1.106,0.59,17.783,-
UNiO3,U,Ni,4,2,1.17,0.69,cubic,0,3.789,3.789,3.789,90,90,90,0,-2.136,0.652,0.8,10.883,0.946
UPdO3,U,Pd,4,2,1.17,0.86,cubic,0,4.005,4.005,4.005,90,90,90,0,-1.758,0.793,0.592,12.851,0.772
UPrO3,U,Pr,3,3,1.03,0.99,cubic,0,4.513,4.513,4.513,90,90,90,0,-2.348,1.158,0.581,18.388,-
UReO3,U,Re,3,3,1.03,0.63,cubic,0,3.993,3.993,3.993,90,90,90,0,-1.93,0.874,0.637,12.729,1.647
URhO3,U,Rh,3,3,1.03,0.67,cubic,0,3.97,3.97,3.97,90,90,90,0,-1.883,0.72,0.57,12.518,0.54
URuO3,U,Ru,3,3,1.03,0.68,cubic,0,3.962,3.962,3.962,90,90,90,0,-1.941,0.731,0.565,12.441,0.962
USbO3,U,Sb,3,3,1.03,0.76,cubic,0,4.228,4.228,4.228,90,90,90,0,-1.742,1.076,0.725,15.118,0.893
UScO3,U,Sc,3,3,1.03,0.75,orthorhombic,3,5.6,5.831,8.039,90,90,90,2.023,-3.609,0.013,0.6,13.125,4.046
USiO3,U,Si,4,2,1.17,0.4,cubic,0,3.771,3.771,3.771,90,90,90,0,-2.462,0.76,0.734,10.727,3.318
USmO3,U,Sm,3,3,1.03,0.96,cubic,0,4.401,4.401,4.401,90,90,90,0,-2.56,1.009,0.6,17.051,2.588
USnO3,U,Sn,3,3,1.03,0.69,cubic,0,4.112,4.112,4.112,90,90,90,0,-1.988,0.919,0.744,13.908,2.06
USrO3,U,Sr,4,2,1.17,1.18,orthorhombic,3,5.809,5.967,9.651,90,90,90,1.939,-3.326,0.161,0.4,16.725,-7.732
UTaO3,U,Ta,3,3,1.03,0.72,rhombohedral,2,5.388,5.388,5.388,67.9,67.9,67.9,0,-2.783,0.385,0.529,12.908,3.37
UTbO3,U,Tb,3,3,1.03,0.92,cubic,0,4.31,4.31,4.31,90,90,90,0,-2.631,0.867,0.6,16.016,3.219
UTeO3,U,Te,2,4,1.17,0.97,cubic,0,4.263,4.263,4.263,90,90,90,0,-1.458,1.223,0.768,15.493,-
UTiO3,U,Ti,3,3,1.03,0.67,orthorhombic,3,5.463,5.692,7.888,90,90,90,0,-3.271,0.118,0.414,12.263,5.163
UTlO3,U,Tl,3,3,1.03,0.89,orthorhombic,3,5.939,6.187,8.483,90,90,90,0,-2.238,0.507,0.4,15.585,-0.975
UTmO3,U,Tm,3,3,1.03,0.88,cubic,0,4.218,4.218,4.218,90,90,90,0,-2.966,0.719,0.6,15.012,3.505
U2O3,U,U,3,3,1.03,1.03,cubic,0,4.416,4.416,4.416,90,90,90,0,-2.634,0.804,1.192,17.224,-
UVO3,U,V,3,3,1.03,0.64,orthorhombic,3,5.392,5.949,7.76,90,90,90,1.685,-3.176,0.02,1,12.447,4.461
UWO3,U,W,3,3,1.03,0.66,cubic,0,4.003,4.003,4.003,90,90,90,0,-2.213,0.731,0.644,12.827,2.108
UYO3,U,Y,3,3,1.03,0.9,cubic,0,4.287,4.287,4.287,90,90,90,0,-2.791,0.832,0.6,15.753,2.554
UYbO3,U,Yb,3,3,1.03,0.87,cubic,0,4.136,4.136,4.136,90,90,90,0,-2.341,1.354,0.401,14.146,-3.14
UZnO3,U,Zn,4,2,1.17,0.74,cubic,0,3.864,3.864,3.864,90,90,90,0,-2.187,0.764,0.511,11.536,1.141
UZrO3,U,Zr,3,3,1.03,0.72,orthorhombic,3,5.669,6.188,7.847,90,90,90,0,-3.182,0.219,0.51,13.763,5.154
VBO3,V,B,3,3,0.64,0.27,cubic,0,3.331,3.331,3.331,90,90,90,0,-1.478,1.21,0.4,7.393,0.401
VCeO3,V,Ce,2,4,0.79,0.87,orthorhombic,3,5.738,5.883,8.542,90,90,90,1.39,-2.861,0.298,0.4,14.417,-7.387
VCoO3,V,Co,2,4,0.79,0.53,cubic,0,3.633,3.633,3.633,90,90,90,0,-1.09,0.915,0.394,9.588,-1.853
VCrO3,V,Cr,2,4,0.79,0.55,cubic,0,3.733,3.733,3.733,90,90,90,0,-1.686,0.87,1,10.403,-0.869
VFeO3,V,Fe,2,4,0.79,0.59,cubic,0,3.753,3.753,3.753,90,90,90,0,-1.293,0.852,1.4,10.568,-
VGeO3,V,Ge,2,4,0.79,0.53,cubic,0,3.713,3.713,3.713,90,90,90,0,-1.495,0.67,0.595,10.236,2.025
VHfO3,V,Hf,2,4,0.79,0.71,cubic,0,4.046,4.046,4.046,90,90,90,0,-2.528,0.68,0.6,13.25,3.531
VIrO3,V,Ir,2,4,0.79,0.63,cubic,0,3.901,3.901,3.901,90,90,90,0,-0.674,1.148,0.415,11.877,-1
VMnO3,V,Mn,2,4,0.79,0.53,cubic,0,3.746,3.746,3.746,90,90,90,0,-1.521,0.861,1.2,10.509,-1.571
VMoO3,V,Mo,2,4,0.79,0.65,cubic,0,3.907,3.907,3.907,90,90,90,0,-1.616,0.668,0.662,11.929,3.127
VNbO3,V,Nb,2,4,0.79,0.68,cubic,0,3.989,3.989,3.989,90,90,90,0,-2.035,0.527,0.693,12.697,3.495
VNiO3,V,Ni,2,4,0.79,0.48,cubic,0,3.639,3.639,3.639,90,90,90,0,-0.965,1.039,0.22,9.639,-1.428
VPbO3,V,Pb,2,4,0.79,0.78,rhombohedral,2,6.164,6.164,6.164,58.9,58.9,58.9,1.394,-1.794,0.288,0.2,16.128,-
VPdO3,V,Pd,2,4,0.79,0.62,cubic,0,3.908,3.908,3.908,90,90,90,0,-0.525,1.236,0.482,11.941,-3.547
VPrO3,V,Pr,2,4,0.79,0.85,orthorhombic,3,5.723,5.819,8.479,90,90,90,1.315,-2.888,0.292,0.4,14.118,-7.01
VReO3,V,Re,2,4,0.79,0.63,cubic,0,3.891,3.891,3.891,90,90,90,0,-1.253,0.831,0.671,11.78,1.246
VRhO3,V,Rh,2,4,0.79,0.6,cubic,0,3.878,3.878,3.878,90,90,90,0,-0.75,1.064,0.338,11.669,-1.777
VRuO3,V,Ru,2,4,0.79,0.62,cubic,0,3.872,3.872,3.872,90,90,90,0,-0.941,0.944,0.28,11.609,-0.311
VSbO3,V,Sb,2,4,0.79,0.68,cubic,0,4.035,4.035,4.035,90,90,90,0,-1.161,0.944,0.693,13.135,0.871
VSiO3,V,Si,2,4,0.79,0.4,cubic,0,3.533,3.533,3.533,90,90,90,0,-2.177,0.596,0.6,8.819,4.538
VSnO3,V,Sn,2,4,0.79,0.69,orthorhombic,3,5.362,5.585,7.763,90,90,90,0,-1.985,0.223,0.597,11.623,1.47
VTaO3,V,Ta,2,4,0.79,0.68,cubic,0,3.966,3.966,3.966,90,90,90,0,-2.226,0.509,0.727,12.481,4.183
VTbO3,V,Tb,2,4,0.79,0.76,cubic,0,4.291,4.291,4.291,90,90,90,0,-1.58,1.553,0.401,15.806,-5.874
VTeO3,V,Te,2,4,0.79,0.97,cubic,0,4.133,4.133,4.133,90,90,90,0,-0.852,1.048,0.674,14.115,-
VThO3,V,Th,2,4,0.79,0.94,cubic,0,4.54,4.54,4.54,90,90,90,0,-2.2,1.247,0.601,18.712,-1.902
VTiO3,V,Ti,2,4,0.79,0.61,cubic,0,3.831,3.831,3.831,90,90,90,0,-2.344,0.569,0.6,11.243,1.646
VUO3,V,U,2,4,0.79,0.89,cubic,0,4.308,4.308,4.308,90,90,90,0,-2.295,0.901,0.601,15.994,1.009
VWO3,V,W,2,4,0.79,0.66,cubic,0,3.913,3.913,3.913,90,90,90,0,-1.676,0.635,0.704,11.983,3.456
VZrO3,V,Zr,2,4,0.79,0.72,cubic,0,4.104,4.104,4.104,90,90,90,0,-2.328,0.756,0.6,13.826,0.821
WAgO3,W,Ag,3,3,0.66,0.75,orthorhombic,3,5.252,6.199,8.389,90,90,90,0.532,-1.414,0.543,0,13.656,-12.443
WAlO3,W,Al,3,3,0.66,0.54,cubic,0,3.646,3.646,3.646,90,90,90,0,-1.41,1.21,0.576,9.692,1.043
WAsO3,W,As,3,3,0.66,0.58,cubic,0,3.903,3.903,3.903,90,90,90,0,0.022,1.978,0.755,11.893,-1.385
WBO3,W,B,3,3,0.66,0.27,cubic,0,3.401,3.401,3.401,90,90,90,0,-0.52,1.771,0.464,7.865,0.235
WBaO3,W,Ba,4,2,0.66,1.35,rhombohedral,2,6.269,6.269,6.269,63.9,63.9,63.9,1.695,-2.419,0.308,0,18.913,-18.683
WBeO3,W,Be,4,2,0.66,0.45,cubic,0,3.403,3.403,3.403,90,90,90,0,-1.232,1.26,0.274,7.882,0
WBiO3,W,Bi,3,3,0.66,1.03,cubic,0,4.239,4.239,4.239,90,90,90,0,0.287,2.243,0.835,15.235,-0.405
WCaO3,W,Ca,4,2,0.66,1,rhombohedral,2,5.777,5.777,5.777,62.7,62.7,62.7,0.855,-2.37,0.393,0,14.438,-13.482
WCdO3,W,Cd,4,2,0.66,0.95,rhombohedral,2,5.444,5.444,5.444,70.4,70.4,70.4,1.108,-1.494,0.462,0,13.866,-12.523
WCeO3,W,Ce,3,3,0.66,1.01,cubic,0,4.508,4.508,4.508,90,90,90,0,-0.331,2.484,0.601,18.322,-12.106
WCoO3,W,Co,3,3,0.66,0.61,cubic,0,3.648,3.648,3.648,90,90,90,0,-0.281,1.676,0.363,9.707,-2.7
WCrO3,W,Cr,3,3,0.66,0.62,cubic,0,3.799,3.799,3.799,90,90,90,0,-0.8,1.434,1.199,10.965,-2.864
WCuO3,W,Cu,3,3,0.66,0.54,cubic,0,3.686,3.686,3.686,90,90,90,0,-0.03,1.927,0.482,10.017,-6.148
WDyO3,W,Dy,3,3,0.66,0.91,cubic,0,4.253,4.253,4.253,90,90,90,0,-0.843,2.1,0.602,15.386,-9.02
WErO3,W,Er,3,3,0.66,0.89,cubic,0,4.203,4.203,4.203,90,90,90,0,-0.938,2.077,0.6,14.851,-8.321
WEuO3,W,Eu,3,3,0.66,0.95,rhombohedral,2,5.838,5.838,5.838,63.5,63.5,63.5,0.928,-2.538,0.375,0,15.144,-15.419
WFeO3,W,Fe,3,3,0.66,0.65,cubic,0,3.808,3.808,3.808,90,90,90,0,-0.35,1.651,1.592,11.042,-2.876
WGaO3,W,Ga,3,3,0.66,0.62,rhombohedral,2,5.259,5.259,5.259,76.2,76.2,76.2,0,-1.488,0.542,0,13.458,-2.514
WGdO3,W,Gd,3,3,0.66,0.94,cubic,0,4.308,4.308,4.308,90,90,90,0,-0.735,2.244,0.598,15.992,-9.774
WGeO3,W,Ge,2,4,0.66,0.53,cubic,0,3.787,3.787,3.787,90,90,90,0,-0.359,1.598,0.762,10.859,0.254
WHfO3,W,Hf,2,4,0.66,0.71,cubic,0,4.063,4.063,4.063,90,90,90,0,-1.464,1.492,0.8,13.415,-2.673
WHgO3,W,Hg,4,2,0.66,1.02,cubic,0,4.147,4.147,4.147,90,90,90,0,0.912,2.868,0.661,14.263,-14.081
WHoO3,W,Ho,3,3,0.66,0.9,cubic,0,4.227,4.227,4.227,90,90,90,0,-0.892,2.063,0.601,15.104,-8.659
WInO3,W,In,3,3,0.66,0.8,rhombohedral,2,5.494,5.494,5.494,70.4,70.4,70.4,0,-1.486,0.47,0,14.255,-7.887
WIrO3,W,Ir,3,3,0.66,0.68,cubic,0,3.924,3.924,3.924,90,90,90,0,0.335,2.291,0.571,12.082,-6.691
WLaO3,W,La,3,3,0.66,1.03,cubic,0,4.469,4.469,4.469,90,90,90,0,-0.466,2.458,0.6,17.849,-11.681
WLuO3,W,Lu,3,3,0.66,0.86,cubic,0,4.134,4.134,4.134,90,90,90,0,-1.076,1.952,0.6,14.129,-7.232
WMgO3,W,Mg,4,2,0.66,0.72,cubic,0,3.692,3.692,3.692,90,90,90,0,-0.859,1.696,0.387,10.061,-4.827
WMnO3,W,Mn,3,3,0.66,0.65,cubic,0,3.803,3.803,3.803,90,90,90,0,-0.567,1.642,1.4,10.998,-5.286
WMoO3,W,Mo,3,3,0.66,0.69,cubic,0,3.939,3.939,3.939,90,90,90,0,-0.494,1.463,0.798,12.221,-2.432
WNbO3,W,Nb,3,3,0.66,0.72,cubic,0,4.016,4.016,4.016,90,90,90,0,-0.916,1.392,0.837,12.956,-0.106
WNdO3,W,Nd,3,3,0.66,0.98,cubic,0,4.434,4.434,4.434,90,90,90,0,-0.471,2.453,0.599,17.431,-11.381
WNiO3,W,Ni,4,2,0.66,0.69,cubic,0,3.673,3.673,3.673,90,90,90,0,-0.224,1.732,0.779,9.906,-3.922
WPbO3,W,Pb,2,4,0.66,0.78,cubic,0,4.216,4.216,4.216,90,90,90,0,0.343,2.317,0.767,14.985,-
WPdO3,W,Pd,4,2,0.66,0.86,cubic,0,3.93,3.93,3.93,90,90,90,0,0.378,2.334,0.579,12.139,-5.756
WPrO3,W,Pr,3,3,0.66,0.99,cubic,0,4.468,4.468,4.468,90,90,90,0,-0.405,2.451,0.6,17.833,-11.743
WReO3,W,Re,3,3,0.66,0.63,cubic,0,3.925,3.925,3.925,90,90,90,0,-0.123,1.833,0.792,12.096,-4.812
WRhO3,W,Rh,3,3,0.66,0.67,cubic,0,3.891,3.891,3.891,90,90,90,0,0.182,2.139,0.528,11.783,-5.188
WRuO3,W,Ru,3,3,0.66,0.68,cubic,0,3.886,3.886,3.886,90,90,90,0,0.059,2.015,0.446,11.738,-4.789
WScO3,W,Sc,3,3,0.66,0.75,cubic,0,3.96,3.96,3.96,90,90,90,0,-1.236,1.647,0.599,12.422,-5.206
WSiO3,W,Si,2,4,0.66,0.4,cubic,0,3.618,3.618,3.618,90,90,90,0,-0.9,1.598,0.751,9.471,1.663
WSmO3,W,Sm,3,3,0.66,0.96,cubic,0,4.374,4.374,4.374,90,90,90,0,-0.595,2.235,0.599,16.731,-10.65
WSnO3,W,Sn,2,4,0.66,0.69,orthorhombic,3,5.535,6.462,6.748,90,90,90,0,-1.618,0.339,0,12.066,0.587
WSrO3,W,Sr,4,2,0.66,1.18,rhombohedral,2,6.037,6.037,6.037,63.1,63.1,63.1,1.361,-2.413,0.332,0,16.614,-16.873
WTaO3,W,Ta,3,3,0.66,0.72,cubic,0,3.997,3.997,3.997,90,90,90,0,-1.092,1.425,0.874,12.773,0.735
WTbO3,W,Tb,3,3,0.66,0.92,cubic,0,4.28,4.28,4.28,90,90,90,0,-0.659,2.1,0.599,15.686,-9.392
WTiO3,W,Ti,2,4,0.66,0.61,cubic,0,3.856,3.856,3.856,90,90,90,0,-1.268,1.33,0.719,11.466,-3.038
WTlO3,W,Tl,3,3,0.66,0.89,orthorhombic,3,5.342,6.559,10.281,90,90,90,0,-1.74,0.217,-0.001,18.012,-13.345
WTmO3,W,Tm,3,3,0.66,0.88,cubic,0,4.176,4.176,4.176,90,90,90,0,-0.997,1.949,0.6,14.566,-7.907
WUO3,W,U,3,3,0.66,1.03,cubic,0,4.323,4.323,4.323,90,90,90,0,-1.234,1.711,1.184,16.159,1.857
WVO3,W,V,3,3,0.66,0.64,cubic,0,3.817,3.817,3.817,90,90,90,0,-0.867,1.445,1,11.122,-3.895
W2O3,W,W,3,3,0.66,0.66,cubic,0,3.946,3.946,3.946,90,90,90,0,-0.532,1.427,0.835,12.289,-2.362
WYO3,W,Y,3,3,0.66,0.9,cubic,0,4.255,4.255,4.255,90,90,90,0,-0.818,2.149,0.599,15.402,-9.024
WYbO3,W,Yb,3,3,0.66,0.87,rhombohedral,2,5.95,5.95,5.95,59.3,59.3,59.3,0.685,-2.5,0.234,0.001,14.644,-13.326
WZnO3,W,Zn,4,2,0.66,0.74,cubic,0,3.777,3.777,3.777,90,90,90,0,-0.138,1.833,0.488,10.775,-6.731
WZrO3,W,Zr,3,3,0.66,0.72,cubic,0,4.117,4.117,4.117,90,90,90,0,-1.272,1.561,0.8,13.954,-4.009
YAgO3,Y,Ag,3,3,1.08,0.75,cubic,0,4.023,4.023,4.023,90,90,90,0,-1.43,0.587,0,13.023,-0.506
YAlO3,Y,Al,3,3,1.08,0.54,orthorhombic,3,5.188,5.347,7.394,90,90,90,5.872,-3.56,-0.023,0,10.255,6.272
YAsO3,Y,As,3,3,1.08,0.58,cubic,0,3.992,3.992,3.992,90,90,90,0,-1.911,0.751,0,12.728,2.181
YBO3,Y,B,3,3,1.08,0.27,cubic,0,3.463,3.463,3.463,90,90,90,2.953,-2.487,0.88,0,8.307,5.345
YBiO3,Y,Bi,3,3,1.08,1.03,cubic,0,4.362,4.362,4.362,90,90,90,0,-1.539,1.102,0,16.599,0.981
YCeO3,Y,Ce,3,3,1.08,1.01,cubic,0,4.536,4.536,4.536,90,90,90,0.389,-2.323,1.342,0,18.662,-2.979
YCoO3,Y,Co,3,3,1.08,0.61,orthorhombic,3,5.193,5.572,7.429,90,90,90,0,-2.508,0.023,0.4,10.749,-
YCrO3,Y,Cr,3,3,1.08,0.62,orthorhombic,3,5.281,5.578,7.6,90,90,90,2.6,-3.178,-0.033,0.6,11.195,4.248
YCuO3,Y,Cu,3,3,1.08,0.54,orthorhombic,3,5.237,5.899,7.174,90,90,90,0.374,-2.259,0.048,0,11.081,0.702
YDyO3,Y,Dy,3,3,1.08,0.91,cubic,0,4.263,4.263,4.263,90,90,90,1.445,-2.911,0.918,0,15.491,1.026
YErO3,Y,Er,3,3,1.08,0.89,cubic,0,4.219,4.219,4.219,90,90,90,1.895,-3.01,0.842,0,15.017,1.808
YEuO3,Y,Eu,3,3,1.08,0.95,cubic,0,4.256,4.256,4.256,90,90,90,0,-2.141,1.122,0.107,15.424,-2.293
YFeO3,Y,Fe,3,3,1.08,0.65,orthorhombic,3,5.298,5.607,7.627,90,90,90,1.153,-2.758,-0.029,1,11.329,3.19
YGaO3,Y,Ga,3,3,1.08,0.62,orthorhombic,3,5.277,5.565,7.569,90,90,90,4.139,-2.946,0.024,0,11.113,4.486
YGdO3,Y,Gd,3,3,1.08,0.94,cubic,0,4.317,4.317,4.317,90,90,90,1.371,-2.798,1.002,0,16.091,0.203
YGeO3,Y,Ge,3,3,1.08,0.63,cubic,0,3.871,3.871,3.871,90,90,90,0,-2.218,0.604,0,11.598,2.86
YHfO3,Y,Hf,3,3,1.08,0.71,orthorhombic,3,5.464,6.051,7.548,90,90,90,0,-3.428,0.204,0.001,12.477,4.711
YHoO3,Y,Ho,3,3,1.08,0.9,cubic,0,4.24,4.24,4.24,90,90,90,1.662,-2.963,0.878,0,15.248,1.406
YInO3,Y,In,3,3,1.08,0.8,cubic,0,4.021,4.021,4.021,90,90,90,1.415,-2.108,0.718,0,13.003,-
YIrO3,Y,Ir,1,5,1.08,0.57,cubic,0,3.954,3.954,3.954,90,90,90,0,-1.644,0.739,0,12.365,-0.776
YLaO3,Y,La,3,3,1.08,1.03,cubic,0,4.516,4.516,4.516,90,90,90,0.387,-2.446,1.315,0,18.419,-2.941
YLuO3,Y,Lu,3,3,1.08,0.86,cubic,0,4.154,4.154,4.154,90,90,90,2.052,-3.151,0.734,0,14.331,2.879
YMnO3,Y,Mn,3,3,1.08,0.65,orthorhombic,3,5.293,5.739,7.493,90,90,90,0.379,-2.936,0.023,0.8,11.38,3.468
YMoO3,Y,Mo,3,3,1.08,0.69,cubic,0,3.956,3.956,3.956,90,90,90,0,-2.285,0.618,0.006,12.384,1.87
YNbO3,Y,Nb,1,5,1.08,0.64,cubic,0,4.027,4.027,4.027,90,90,90,0,-2.615,0.577,0,13.062,3.287
YNdO3,Y,Nd,3,3,1.08,0.98,cubic,0,4.454,4.454,4.454,90,90,90,0.825,-2.502,1.212,0,17.67,-1.797
YNiO3,Y,Ni,3,3,1.08,0.6,orthorhombic,3,5.182,5.523,7.409,90,90,90,0,-2.381,0.02,0.2,10.601,1.035
YPrO3,Y,Pr,3,3,1.08,0.99,cubic,0,4.493,4.493,4.493,90,90,90,0.619,-2.419,1.273,0,18.136,-2.36
YReO3,Y,Re,1,5,1.08,0.58,cubic,0,3.947,3.947,3.947,90,90,90,0,-1.911,0.761,0.161,12.3,0.414
YRhO3,Y,Rh,3,3,1.08,0.67,cubic,0,3.919,3.919,3.919,90,90,90,0,-1.848,0.523,0,12.035,-0.064
YRuO3,Y,Ru,1,5,1.08,0.57,cubic,0,3.917,3.917,3.917,90,90,90,0,-1.904,0.57,0.137,12.018,0.774
YSbO3,Y,Sb,3,3,1.08,0.76,cubic,0,4.204,4.204,4.204,90,90,90,0,-1.756,0.965,0,14.858,1.154
YScO3,Y,Sc,3,3,1.08,0.75,orthorhombic,3,5.43,5.721,7.901,90,90,90,4.661,-3.781,0.027,0,12.271,5.013
YSiO3,Y,Si,3,3,1.08,0.4,cubic,0,3.686,3.686,3.686,90,90,90,0,-2.643,0.718,0,10.014,4.666
YSmO3,Y,Sm,3,3,1.08,0.96,cubic,0,4.386,4.386,4.386,90,90,90,1.24,-2.647,1.108,0,16.879,-0.803
YSnO3,Y,Sn,3,3,1.08,0.69,cubic,0,4.102,4.102,4.102,90,90,90,0,-2.029,0.804,0.002,13.8,2.368
YTaO3,Y,Ta,1,5,1.08,0.64,cubic,0,4.005,4.005,4.005,90,90,90,0,-2.696,0.609,0.001,12.848,3.345
YTbO3,Y,Tb,3,3,1.08,0.92,cubic,0,4.291,4.291,4.291,90,90,90,1.658,-2.726,0.958,0,15.798,0.631
YTiO3,Y,Ti,3,3,1.08,0.67,orthorhombic,3,5.309,5.676,7.645,90,90,90,0,-3.44,0.039,0.2,11.518,4.77
YTlO3,Y,Tl,3,3,1.08,0.89,orthorhombic,3,5.576,5.93,8.549,90,90,90,1.097,-2.265,0.108,0,14.133,0.61
YTmO3,Y,Tm,3,3,1.08,0.88,cubic,0,4.192,4.192,4.192,90,90,90,1.869,-3.07,0.8,0,14.729,2.191
YUO3,Y,U,1,5,1.08,0.76,cubic,0,4.374,4.374,4.374,90,90,90,0,-2.59,1.033,0.566,16.738,2.281
YVO3,Y,V,3,3,1.08,0.64,orthorhombic,3,5.313,5.703,7.605,90,90,90,1.489,-3.25,-0.031,0.4,11.521,3.984
YWO3,Y,W,1,5,1.08,0.62,cubic,0,3.962,3.962,3.962,90,90,90,0,-2.211,0.757,0.001,12.44,1.435
Y2O3,Y,Y,3,3,1.08,0.9,cubic,0,4.264,4.264,4.264,90,90,90,1.751,-2.888,0.92,0,15.51,1.075
YYbO3,Y,Yb,3,3,1.08,0.87,cubic,0,4.102,4.102,4.102,90,90,90,0,-2.389,0.919,-0.158,13.809,-1.872
YZrO3,Y,Zr,3,3,1.08,0.72,cubic,0,4.126,4.126,4.126,90,90,90,0,-2.982,0.567,0,14.046,4.354
YbAgO3,Yb,Ag,3,3,1.04,0.75,orthorhombic,3,5.42,5.804,7.605,90,90,90,0,-1.503,0.013,-,11.962,-1.121
YbAlO3,Yb,Al,3,3,1.04,0.54,cubic,0,3.674,3.674,3.674,90,90,90,0,-3.047,-0.011,-,9.918,0.315
YbAsO3,Yb,As,3,3,1.04,0.58,orthorhombic,3,5.322,5.518,7.625,90,90,90,0,-2.279,0.023,-,11.197,2.19
YbBO3,Yb,B,3,3,1.04,0.27,cubic,0,3.394,3.394,3.394,90,90,90,0,-2.127,0.623,-,7.821,-0.92
